RECV_CPLT_DM,NPA_CL,EVT_STAT_CD,EVT_CL_CD,RPTER_SEX,HPPN_OLD_ADDR,HPPN_X,HPPN_Y
1578368662,13,10,215,1,0,127.40466,36.341686
1578369568,13,10,215,1,대전광역시 서구 도마동(행정:도마1동) 180-2,127.38353,36.310772
1578369817,13,10,215,1,0,127.40466,36.341686
1578370263,13,10,215,1,0,127.40466,36.341686
1578382783,13,10,215,1,대전광역시 서구 둔산동(행정:둔산3동) 1805,127.401115,36.356045
1578357929,13,10,215,1,대전광역시 서구 괴정동(행정:괴정동) 2-23,127.386444,36.341137
1578370780,13,10,215,1,대전광역시 중구 오류동(행정:오류동) 188-31,127.40448,36.328575
1578384081,13,10,215,2,대전광역시 대덕구 연축동(행정:회덕동) 40-7,127.427345,36.38768
1578371512,13,10,215,1,0,127.40466,36.341686
1578371526,13,10,215,2,0,127.40466,36.341686
1578372613,19,10,215,1,충청남도 천안시 서북구 업성동(행정:부성1동) 174-1,127.13678,36.85774
1578380468,19,10,215,2,충청남도 천안시 동남구 신부동(행정:신안동) 481,127.16119,36.81703
1578366318,19,10,215,1,충청남도 천안시 동남구 봉명동(행정:봉명동) 386,127.131226,36.814804
1578373295,19,10,215,2,충청남도 천안시 서북구 불당동(행정:불당동),127.10476,36.803387
1578373622,19,10,215,2,충청남도 천안시 서북구 불당동(행정:불당동),127.10476,36.803387
1578374013,19,10,215,2,충청남도 천안시 서북구 불당동(행정:불당동),127.10476,36.803387
1578366936,19,10,215,1,충청남도 천안시 동남구 봉명동(행정:봉명동) 386,127.131226,36.814804
1578330128,19,10,215,1,충청남도 아산시 탕정면 명암리(행정:탕정면) 1305,127.057014,36.815243
1578359982,19,10,215,2,세종특별자치시 세종시 어진동(행정:도담동) 648,127.26709,36.495453
1578362234,19,10,215,2,충청남도 천안시 서북구 쌍용동(행정:쌍용1동) 891,127.12981,36.807163
1578370271,19,10,215,2,세종특별자치시 세종시 다정동(행정:새롬동) 산28,127.242584,36.49759
1578370379,19,10,215,1,충청남도 천안시 동남구 청당동(행정:청룡동) 481,127.15611,36.78683
1578390419,19,10,215,1,충청남도 아산시 신창면 황산리(행정:신창면) 16-17,126.95648,36.752197
1578454454,13,10,215,1,대전광역시 서구 도마동,127.38491,36.321297
1578455354,13,10,215,2,대전광역시 중구 유천동(행정:유천2동) 138-22,127.4019,36.315853
1578444129,13,10,215,1,대전광역시 서구 둔산동(행정:둔산1동) 1383,127.3934,36.35659
1578444157,13,10,215,1,대전광역시 중구 대사동(행정:대사동) 207-1,127.42293,36.315372
1578445716,13,10,215,2,대전광역시 중구 선화동(행정:은행선화동) 224,127.41553,36.339577
1578446746,13,10,215,1,대전광역시 중구 태평동(행정:태평1동) 553,127.39916,36.333447
1578448345,13,10,215,2,0,127.40466,36.341686
1578448466,13,10,215,2,대전광역시 서구 복수동(행정:복수동) 292-14,127.37297,36.308758
1578448833,13,10,215,1,0,127.40466,36.341686
1578449129,13,10,215,2,0,127.40466,36.341686
1578449353,13,10,215,1,대전광역시 중구 태평동(행정:태평2동) 389-5,127.3881,36.320747
1578453484,13,10,215,2,대전광역시 중구 대사동(행정:대사동) 248-351,127.41631,36.320694
1578453715,13,10,215,2,대전광역시 중구 목동(행정:목동) 24-47,127.404495,36.337223
1578454014,13,10,215,1,대전광역시 동구 인동(행정:신인동),127.44081,36.32172
1578454218,13,10,215,1,대전광역시 유성구 지족동(행정:노은3동) 1030,127.30991,36.38569
1578470186,13,10,215,2,대전광역시 서구 내동(행정:내동) 220,127.36722,36.33852
1578458681,13,10,215,2,대전광역시 중구 옥계동(행정:석교동) 149-30,127.455315,36.297314
1578459565,13,10,215,1,대전광역시 중구 문화동(행정:문화2동) 584-9,127.40191,36.306095
1578460615,13,10,215,2,대전광역시 서구 복수동(행정:복수동) 292-14,127.37297,36.308758
1578461871,13,10,215,1,0,127.40466,36.341686
1578462342,13,10,215,2,0,127.40466,36.341686
1578488687,13,10,215,2,대전광역시 서구 둔산동(행정:둔산2동) 908,127.39286,36.36196
1578462936,13,10,215,2,대전광역시 중구 유천동(유천1동) 307-11(V),127.39274,36.31791
1578463545,13,10,215,2,대전광역시 중구 용두동(용두동) 131-13,127.40336,36.330276
1578465744,13,10,215,2,대전광역시 동구 판암동(행정:판암1동) 341-1,127.46034,36.316868
1578482442,19,10,215,1,충청남도 천안시 서북구 업성동(행정:부성1동) 174-1,127.13678,36.85774
1578479331,19,10,215,1,세종특별자치시 세종시 연동면 응암리(행정:연동면) 465-2,127.348366,36.536858
1578480397,19,10,215,2,강원도 강릉시 포남동(행정:포남1동) 1113,128.90683,37.76873
1578455672,19,10,215,1,충청남도 천안시 서북구 업성동(행정:부성1동) 174-1,127.13678,36.85774
1578449850,19,10,215,2,충청남도 공주시 봉황동(중학동) 319(공주시청),127.11883,36.447147
1578450516,19,10,215,1,세종특별자치시 세종시 어진동(행정:도담동),127.26788,36.504143
1578451911,19,10,215,2,충청남도 금산군 제원면 제원리(행정:제원면) 152-26,127.54675,36.111496
1578453343,19,10,215,2,세종특별자치시 세종시 조치원읍 교리(행정:조치원읍) 10-4,127.29802,36.60436
1578454544,19,10,215,1,충청남도 금산군 추부면 비례리(추부면) 272-2,127.47867,36.19774
1578534867,13,10,215,1,0,127.40466,36.341686
1578547515,13,10,215,2,대전광역시 서구 둔산동(행정:둔산2동) 948,127.38249,36.3581
1578535221,13,10,215,1,대전광역시 유성구 노은동(행정:노은1동) 13-2,127.331764,36.36823
1578536315,13,10,215,2,대전광역시 중구 대사동(행정:대사동) 248-2,127.416626,36.322292
1578536317,13,10,215,1,대전광역시 대덕구 덕암동(행정:덕암동) 1-10,127.41983,36.446922
1578536423,13,10,215,1,0,127.40466,36.341686
1578536497,13,10,215,2,0,127.40466,36.341686
1578537109,13,10,215,2,0,127.40466,36.341686
1578549486,13,10,215,1,대전광역시 유성구 원신흥동(행정:원신흥동) 511,127.34615,36.340466
1578538007,13,10,215,1,0,127.40466,36.341686
1578550845,13,10,215,1,대전광역시 유성구 봉산동(행정:구즉동) 161-1,127.3923,36.435898
1578573395,13,10,215,1,대전광역시 서구 관저동(행정:관저1동) 1727,127.334526,36.30383
1578551622,13,10,215,1,0,127.40466,36.341686
1578553202,13,10,215,1,0,127.40466,36.341686
1578540926,13,10,215,1,0,127.40466,36.341686
1578541572,13,10,215,2,0,127.40466,36.341686
1578541623,13,10,215,2,대전광역시 유성구 신성동(행정:신성동) 160-1,127.34681,36.38516
1578555354,13,10,215,1,대전광역시 중구 유천동(유천1동) 304-9(나이스타운  410호),127.39594,36.317043
1578567215,13,10,215,2,대전광역시 서구 월평동(행정:월평2동) 218,127.3737,36.3639
1578530790,13,10,215,2,대전광역시 유성구 탑립동(행정:관평동) 산24-1,127.40349,36.40818
1578556791,13,10,215,2,대전광역시 서구 탄방동(행정:탄방동) 75-9,127.39531,36.3405
1578544051,13,10,215,1,대전광역시 동구 용전동(행정:용전동) 46-17,127.43389,36.356113
1578557604,13,10,215,2,대전광역시 서구 둔산동(행정:둔산2동) 979,127.3769,36.353157
1578532839,13,10,215,1,0,127.40466,36.341686
1578533139,13,10,215,2,0,127.40466,36.341686
1578545476,13,10,215,1,0,127.40466,36.341686
1578558412,13,10,215,1,0,127.40466,36.341686
1578533896,13,10,215,2,0,127.40466,36.341686
1578557134,19,10,215,2,충청남도 아산시 배방읍 장재리(행정:배방읍),127.090675,36.788666
1578551827,19,10,215,1,세종특별자치시 세종시 연동면 노송리(연동면) 300-2,127.32715,36.566288
1578552214,19,10,215,1,충청남도 홍성군 홍성읍 옥암리(행정:홍성읍) 976,126.65374,36.595955
1578573395,19,10,215,1,대전광역시 서구 관저동(행정:관저1동) 1727,127.334526,36.30383
1578540966,19,10,215,1,세종특별자치시 세종시 다정동(새롬동) 38-12,127.24483,36.49212
1578555693,19,10,215,1,충청남도 천안시 서북구 쌍용동(행정:쌍용2동) 2075,127.11636,36.787304
1578543160,19,10,215,1,충청남도 계룡시 신도안면 부남리(행정:신도안면) 462-13,127.220436,36.308464
1578531532,19,10,215,2,충청남도 홍성군 광천읍 광천리(행정:광천읍) 168-4,126.62655,36.50336
1578531863,19,10,215,2,충청남도 천안시 서북구 업성동(행정:부성1동) 174-1,127.13678,36.85774
1578532643,19,10,215,2,충청남도 천안시 서북구 업성동(행정:부성1동) 174-1,127.13678,36.85774
1578620494,13,10,215,2,0,127.40466,36.341686
1578632336,13,10,215,3,대전광역시 유성구 신봉동(신성동) 295-4,127.334724,36.41028
1578621621,13,10,215,2,대전광역시 서구 도마동(행정:도마1동) 180-2,127.38419,36.31045
1578621900,13,10,215,2,0,127.40466,36.341686
1578634589,13,10,215,2,대전광역시 동구 대동(행정:대동) 138-5,127.44423,36.327835
1578622450,13,10,215,2,대전광역시 대덕구 송촌동(행정:송촌동) 227-1,127.44195,36.357616
1578635073,13,10,215,2,대전광역시 중구 오류동(행정:오류동) 188-15,127.4041,36.328857
1578587596,13,10,215,2,대전광역시 중구 오류동(행정:오류동) 183-36,127.402214,36.326096
1578625244,13,10,215,2,0,127.40466,36.341686
1578659639,13,10,215,2,0,127.40466,36.341686
1578660299,13,10,215,1,대전광역시 서구 탄방동(탄방동) 834,127.3907,36.347046
1578660646,13,10,215,2,전라남도 순천시 왕지동(행정:왕조1동) 843,127.52652,34.97553
1578638716,13,10,215,2,0,127.40466,36.341686
1578615605,13,10,215,2,대전광역시 대덕구 오정동(행정:오정동) 464-1,127.418945,36.34949
1578616386,13,10,215,2,0,127.40466,36.341686
1578632807,19,10,215,2,충청남도 공주시 반포면 온천리(행정:반포면) 323,127.25986,36.369324
1578618781,19,10,215,1,충청남도 아산시 풍기동(행정:온양6동) 404-33,127.02187,36.77121
1578628776,19,10,215,1,세종특별자치시 세종시 전의면 동교리(행정:전의면) 224-23,127.20517,36.68325
1578620726,19,10,215,2,충청남도 천안시 동남구 청수동(행정:청룡동) 209,127.15584,36.7926
1578629730,19,10,215,1,충청남도 천안시 동남구 사직동(행정:중앙동) 168-10,127.14956,36.802025
1578642239,19,10,215,1,충청남도 천안시 동남구 청당동(행정:청룡동) 481,127.15611,36.78683
1578622784,19,10,215,2,충청남도 서산시 음암면 부산리(행정:음암면) 826-1,126.48686,36.795013
1578637474,19,10,215,2,충청남도 천안시 동남구 성황동(행정:문성동) 101-6,127.155266,36.81267
1578623504,19,10,215,2,충청남도 서산시 음암면 부산리(행정:음암면) 826-1,126.48686,36.795013
1578624666,19,10,215,1,0,126.19189,36.690216
1578714330,13,10,215,2,0,127.40466,36.341686
1578704841,13,10,215,1,0,127.40466,36.341686
1578721946,13,10,215,2,0,127.40466,36.341686
1578722886,13,10,215,2,0,127.40466,36.341686
1578738083,13,10,215,1,0,127.40466,36.341686
1578713357,13,10,215,2,대전광역시 서구 둔산동(둔산2동) 970(향촌아파트상가119호),127.37581,36.354607
1578725907,19,10,215,2,충청남도 천안시 서북구 불당동(행정:불당동) 1544,127.10609,36.81353
1578782670,13,10,215,2,대전광역시 서구 관저동(행정:관저2동) 1584,127.33871,36.29225
1578787436,13,10,215,1,대전광역시 유성구 봉명동(행정:온천1동) 657,127.34894,36.35727
1578782670,19,10,215,2,대전광역시 서구 관저동(행정:관저2동) 1584,127.33871,36.29225
1578875984,13,10,215,2,대전광역시 서구 갈마동(행정:갈마2동) 915-1,127.37411,36.34918
1578901907,13,10,215,2,0,127.40466,36.341686
1578902582,13,10,215,2,대전광역시 유성구 계산동(행정:진잠동) 749,127.30254,36.33888
1578877733,13,10,215,2,0,127.40466,36.341686
1578877801,13,10,215,1,0,127.40466,36.341686
1578893500,13,10,215,2,0,127.40466,36.341686
1578879773,13,10,215,1,대전광역시 서구 도마동(행정:도마2동) 106-31,127.37393,36.317734
1578879942,13,10,215,1,0,127.40466,36.341686
1578880992,13,10,215,2,0,127.40466,36.341686
1578895236,13,10,215,1,0,127.40466,36.341686
1578895564,13,10,215,2,대전광역시 대덕구 미호동(행정:신탄진동) 262-1,127.46882,36.466873
1578906028,13,10,215,2,대전광역시 중구 유천동(행정:유천1동) 249-37,127.396126,36.31639
1578916363,13,10,215,2,대전광역시 중구 대흥동(대흥동) 912,127.42721,36.32301
1578882020,13,10,215,2,0,127.40466,36.341686
1578895571,13,10,215,2,대전광역시 서구 둔산동(행정:둔산2동) 1036,127.37829,36.35191
1578906278,13,10,215,2,0,127.40466,36.341686
1578917322,13,10,215,2,대전광역시 중구 대흥동(행정:대흥동) 496-1,127.42259,36.32669
1578896543,13,10,215,2,대전광역시 서구 둔산동(행정:둔산2동) 1036,127.37829,36.35191
1578887215,13,10,215,2,대전광역시 유성구 덕명동(온천1동) 16-1,127.299965,36.350853
1578909207,13,10,215,1,대전광역시 대덕구 읍내동(행정:회덕동) 54,127.42541,36.37882
1578889036,19,10,215,2,충청남도 아산시 탕정면 갈산리(탕정면) 100,127.07618,36.798775
1578893014,19,10,215,1,충청남도 당진시 대호지면 송전리(행정:대호지면),126.52414,36.87976
1578914952,19,10,215,1,충청남도 아산시 용화동(행정:온양5동) 1260,127.00835,36.774803
1578967136,13,10,215,1,0,127.40466,36.341686
1578968432,13,10,215,2,0,127.40466,36.341686
1578980803,13,10,215,2,대전광역시 중구 중촌동(행정:중촌동) 253-3,127.40456,36.34169
1578968763,13,10,215,1,대전광역시 유성구 원신흥동(행정:원신흥동) 532-9,127.343544,36.337875
1578968891,13,10,215,1,대전광역시 유성구 원신흥동(행정:원신흥동) 532-9,127.343544,36.337875
1578970154,13,10,215,2,0,127.40466,36.341686
1578992963,13,10,215,1,대전광역시 유성구 죽동(행정:온천2동) 681,127.33327,36.37188
1578971244,13,10,215,2,대전광역시 중구 문화동(행정:문화1동) 311-79,127.404976,36.320103
1578984149,13,10,215,1,대전광역시 동구 성남동(행정:성남동) 528,127.43238,36.34203
1578995013,13,10,215,2,대전광역시 중구 문화동(행정:문화1동) 1-135,127.41582,36.32041
1578995417,13,10,215,1,대전광역시 동구 정동(중앙동) 25-4,127.43219,36.33182
1578984435,13,10,215,1,대전광역시 동구 성남동(행정:성남동) 528,127.43238,36.34203
1578996428,13,10,215,1,대전광역시 중구 선화동(행정:은행선화동) 163-132,127.4151,36.33445
1578963295,13,10,215,1,대전광역시 유성구 전민동(행정:전민동) 303-2,127.40073,36.399483
1578963429,13,10,215,2,대전광역시 중구 용두동(행정:용두동) 126-9,127.40447,36.331528
1578986258,13,10,215,1,대전광역시 중구 은행동(행정:은행선화동) 154,127.42709,36.32736
1578977372,13,10,215,2,대전광역시 동구 가양동(행정:가양2동) 416-8,127.4458,36.345924
1578964680,13,10,215,2,대전광역시 서구 탄방동(행정:탄방동) 1449,127.38446,36.34522
1578987999,13,10,215,2,대전광역시 서구 둔산동(행정:둔산2동) 1362,127.379875,36.352715
1578965463,13,10,215,3,대전광역시 서구 갈마동(갈마2동) 309-10,127.37111,36.350834
1578965709,13,10,215,1,대전광역시 대덕구 법동(행정:법1동) 256-3,127.42132,36.368736
1578988288,13,10,215,2,대전광역시 서구 둔산동(행정:둔산2동) 1362,127.379875,36.352715
1578978717,13,10,215,2,대전광역시 중구 문화동(문화1동) 1-217,127.413895,36.321007
1578974558,19,10,215,1,충청남도 천안시 서북구 와촌동(봉명동) 173,127.14443,36.80792
1578967252,19,10,215,2,충청남도 홍성군 광천읍 신진리(행정:광천읍) 475-2,126.622086,36.50548
1578996795,19,10,215,1,세종특별자치시 세종시 조치원읍 상리(행정:조치원읍) 121-4,127.301765,36.60222
1579047879,13,10,215,2,대전광역시 대덕구 송촌동,127.44181,36.35232
1579060710,13,10,215,2,대전광역시 서구 둔산동,127.40221,36.34902
1579060876,13,10,215,2,0,127.40466,36.341686
1579060940,13,10,215,2,대전광역시 유성구 도룡동(행정:신성동) 1,127.39911,36.37583
1579061090,13,10,215,1,대전광역시 유성구 신성동(행정:신성동) 514,127.35238,36.394997
1579061985,13,10,215,2,대전광역시 동구 가양동(행정:가양1동) 705,127.43729,36.341133
1579050512,13,10,215,1,대전광역시 유성구 반석동(행정:노은2동) 산1-33,127.31957,36.3889
1579051391,13,10,215,1,대전광역시 서구 관저동(행정:관저1동) 1643,127.34446,36.307735
1579053962,13,10,215,2,대전광역시 유성구 원촌동(행정:전민동) 49-2,127.40448,36.37695
1579053975,13,10,215,1,0,127.40466,36.341686
1579054231,13,10,215,1,0,127.40466,36.341686
1579054536,13,10,215,2,대전광역시 서구 복수동(행정:복수동) 3-1,127.38368,36.308937
1579054777,13,10,215,1,0,127.40466,36.341686
1579055583,13,10,215,1,0,127.40466,36.341686
1579055349,13,10,215,1,0,127.40466,36.341686
1579055541,13,10,215,2,대전광역시 대덕구 비래동(행정:비래동) 139-10,127.450645,36.355244
1579057774,13,10,215,1,0,127.40466,36.341686
1579058308,13,10,215,1,0,127.40466,36.341686
1579059170,13,10,215,1,대전광역시 유성구 전민동,127.39673,36.39993
1579047125,13,10,215,2,대전광역시 서구 관저동(행정:관저1동) 1643,127.34446,36.307735
1579047896,13,10,215,2,대전광역시 동구 인동(행정:신인동) 83-1,127.433426,36.325886
1579075848,13,10,215,2,대전광역시 대덕구 대화동,127.40214,36.36602
1579063310,13,10,215,1,충청북도 청주시 청원구 율량동(행정:율량.사천동) 1496,127.47858,36.6635
1579066506,13,10,215,1,0,127.40466,36.341686
1579067024,13,10,215,2,대전광역시 동구 원동(중앙동) 65-1(중앙백화점),127.43228,36.32879
1579068201,13,10,215,2,대전광역시 유성구 반석동(행정:노은2동) 579,127.31925,36.388565
1579068541,13,10,215,2,대전광역시 동구 인동(행정:신인동) 18-1,127.43737,36.32336
1579094946,13,10,215,3,대전광역시 유성구 지족동(노은3동) 983-1,127.31722,36.388054
1579069297,13,10,215,1,0,127.40466,36.341686
1579071834,13,10,215,1,0,127.40466,36.341686
1579073046,13,10,215,1,대전광역시 서구 월평동(행정:월평3동) 311-1,127.36567,36.36068
1579062398,19,10,215,1,충청남도 천안시 서북구 불당동(행정:불당동),127.10806,36.817772
1579062514,19,10,215,2,충청남도 예산군 예산읍 신례원리(행정:예산읍) 303-1,126.8444,36.72672
1579075568,19,10,215,2,충청남도 천안시 서북구 성환읍 성환리(행정:성환읍) 449-77,127.128624,36.916927
1579062875,19,10,215,1,충청남도 서산시 대산읍 대죽리(행정:대산읍),126.42059,37.013634
1579076155,19,10,215,2,충청남도 아산시 온천동(행정:온양1동) 306-41,127.00925,36.783463
1579058249,19,10,215,1,충청남도 천안시 서북구 불당동(불당동) 204-4,127.10976,36.815586
1579066556,19,10,215,1,충청남도 서산시 동문동(행정:동문1동) 797-1,126.453705,36.783607
1579073099,19,10,215,2,세종특별자치시 세종시 조치원읍 죽림리(행정:조치원읍) 393,127.29747,36.59015
1579051368,19,10,215,1,충청남도 아산시 모종동(행정:온양3동) 577-15,127.01137,36.782326
1579051951,19,10,215,1,세종특별자치시 세종시 조치원읍 번암리(행정:조치원읍) 66-16,127.29491,36.588215
1579060373,19,10,215,2,충청남도 아산시 용화동(온양5동) 356(주공2차아파트 109동 104호),126.99483,36.774036
